,pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url,hp_norm,atk_norm,def_norm,sp_atk_norm,sp_def_norm,speed_norm
1180,10156,Necrozma-Dawn,Psychic,Ghost,97,113,109,157,127,77,680,4.2,350.0,340.0,['prism-armor'],,generation-7,,,False,black,arms,no-eggs,,slow,255,0,Prism Pokémon,421,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10156.png,0.3779527559055118,0.5837837837837838,0.4244897959183673,0.7135922330097088,0.4652173913043478,0.3692307692307692
1181,10157,Necrozma-Ultra,Psychic,Dragon,97,167,97,167,97,129,754,7.5,230.0,339.0,['neuroforce'],,generation-7,,,False,black,arms,no-eggs,,slow,255,0,Prism Pokémon,421,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10157.png,0.3779527559055118,0.8756756756756757,0.3755102040816326,0.7621359223300971,0.3347826086956522,0.6358974358974359
1182,10158,Pikachu-Starter,Electric,None,45,80,50,75,60,120,430,0.4,6.0,86.0,"['static', 'lightning-rod']",lightning-rod,generation-1,,,False,yellow,quadruped,ground|fairy,forest,medium,190,70,Mouse Pokémon,10,"When several of these POKéMON gather, their electricity could build and cause lightning storms.",,0.1732283464566929,0.4054054054054054,0.1836734693877551,0.3155339805825243,0.1739130434782608,0.5897435897435898
1183,10159,Eevee-Starter,Normal,None,65,75,70,65,85,75,435,0.3,6.5,87.0,"['run-away', 'adaptability', 'anticipation']",anticipation,generation-1,,,False,brown,quadruped,ground,urban,medium,45,70,Evolution Pokémon,67,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,,0.2519685039370078,0.3783783783783784,0.2653061224489796,0.2669902912621359,0.2826086956521739,0.358974358974359
1184,10160,Pikachu-World-Cap,Electric,None,35,55,40,50,50,90,320,0.4,6.0,112.0,"['static', 'lightning-rod']",lightning-rod,generation-1,,,False,yellow,quadruped,ground|fairy,forest,medium,190,70,Mouse Pokémon,10,"When several of these POKéMON gather, their electricity could build and cause lightning storms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10160.png,0.1338582677165354,0.2702702702702703,0.1428571428571428,0.1941747572815534,0.1304347826086956,0.4358974358974359
1185,10161,Meowth-Galar,Steel,None,50,65,55,40,40,40,290,0.4,7.5,58.0,"['pickup', 'tough-claws', 'unnerve']",unnerve,generation-1,,,False,yellow,quadruped,ground,urban,medium,255,70,Scratch Cat Pokémon,22,It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10161.png,0.1929133858267716,0.3243243243243243,0.2040816326530612,0.145631067961165,0.0869565217391304,0.1794871794871795
1186,10162,Ponyta-Galar,Psychic,None,50,85,55,65,65,90,410,0.8,24.0,82.0,"['run-away', 'pastel-veil', 'anticipation']",anticipation,generation-1,,,False,yellow,quadruped,ground,grassland,medium,190,70,Fire Horse Pokémon,32,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10162.png,0.1929133858267716,0.4324324324324324,0.2040816326530612,0.2669902912621359,0.1956521739130435,0.4358974358974359
1187,10163,Rapidash-Galar,Psychic,Fairy,65,100,70,80,80,105,500,1.7,80.0,175.0,"['run-away', 'pastel-veil', 'anticipation']",anticipation,generation-1,,,False,yellow,quadruped,ground,grassland,medium,60,70,Fire Horse Pokémon,32,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10163.png,0.2519685039370078,0.5135135135135135,0.2653061224489796,0.3398058252427184,0.2608695652173913,0.5128205128205128
1188,10164,Slowpoke-Galar,Psychic,None,90,65,65,40,40,15,315,1.2,36.0,63.0,"['gluttony', 'own-tempo', 'regenerator']",regenerator,generation-1,,,False,pink,quadruped,monster|water1,waters-edge,medium,190,70,Dopey Pokémon,33,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10164.png,0.3503937007874015,0.3243243243243243,0.2448979591836734,0.145631067961165,0.0869565217391304,0.0512820512820512
1189,10165,Slowbro-Galar,Poison,Psychic,95,100,95,100,70,30,490,1.6,70.5,172.0,"['quick-draw', 'own-tempo', 'regenerator']",regenerator,generation-1,,,False,pink,upright,monster|water1,waters-edge,medium,75,70,Hermit Crab Pokémon,33,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10165.png,0.3700787401574803,0.5135135135135135,0.3673469387755102,0.4368932038834951,0.217391304347826,0.1282051282051282
1190,10166,Farfetchd-Galar,Fighting,None,52,95,55,58,62,55,377,0.8,42.0,132.0,"['steadfast', 'scrappy']",scrappy,generation-1,,,False,brown,wings,flying|ground,grassland,medium,45,70,Wild Duck Pokémon,35,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png,0.2007874015748031,0.4864864864864865,0.2040816326530612,0.233009708737864,0.1826086956521739,0.2564102564102564
1191,10167,Weezing-Galar,Poison,Fairy,65,90,120,85,70,60,490,3.0,16.0,172.0,"['levitate', 'neutralizing-gas', 'misty-surge']",misty-surge,generation-1,,,False,purple,heads,indeterminate,urban,medium,60,70,Poison Gas Pokémon,49,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10167.png,0.2519685039370078,0.4594594594594595,0.4693877551020408,0.3640776699029126,0.217391304347826,0.282051282051282
1192,10168,Mr-Mime-Galar,Ice,Psychic,50,65,65,90,90,100,460,1.4,56.8,161.0,"['vital-spirit', 'screen-cleaner', 'ice-body']",ice-body,generation-1,,,False,pink,humanoid,humanshape,urban,medium,45,70,Barrier Pokémon,57,"If interrupted while it is miming, it will slap around the offender with its broad hands.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10168.png,0.1929133858267716,0.3243243243243243,0.2448979591836734,0.3883495145631068,0.3043478260869565,0.4871794871794871
1193,10169,Articuno-Galar,Psychic,Flying,90,85,85,125,100,95,580,1.7,50.9,290.0,['competitive'],,generation-1,,,False,blue,wings,no-eggs,rare,slow,3,35,Freeze Pokémon,73,A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png,0.3503937007874015,0.4324324324324324,0.3265306122448979,0.558252427184466,0.3478260869565217,0.4615384615384615
1194,10170,Zapdos-Galar,Fighting,Flying,90,125,90,85,90,100,580,1.6,58.2,290.0,['defiant'],,generation-1,,,False,yellow,wings,no-eggs,rare,slow,3,35,Electric Pokémon,74,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png,0.3503937007874015,0.6486486486486487,0.3469387755102041,0.3640776699029126,0.3043478260869565,0.4871794871794871
1195,10171,Moltres-Galar,Dark,Flying,90,85,90,100,125,90,580,2.0,66.0,290.0,['berserk'],,generation-1,,,False,yellow,wings,no-eggs,rare,slow,3,35,Flame Pokémon,75,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png,0.3503937007874015,0.4324324324324324,0.3469387755102041,0.4368932038834951,0.4565217391304347,0.4358974358974359
1196,10172,Slowking-Galar,Poison,Psychic,95,65,80,110,110,30,490,1.8,79.5,172.0,"['curious-medicine', 'own-tempo', 'regenerator']",regenerator,generation-2,,,False,pink,upright,monster|water1,waters-edge,medium,70,70,Royal Pokémon,33,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10172.png,0.3700787401574803,0.3243243243243243,0.3061224489795918,0.4854368932038835,0.391304347826087,0.1282051282051282
1197,10173,Corsola-Galar,Ghost,None,60,55,100,65,100,30,410,0.6,0.5,144.0,"['weak-armor', 'cursed-body']",cursed-body,generation-2,,,False,pink,armor,water1|water3,sea,fast,60,70,Coral Pokémon,113,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png,0.2322834645669291,0.2702702702702703,0.3877551020408163,0.2669902912621359,0.3478260869565217,0.1282051282051282
1198,10174,Zigzagoon-Galar,Dark,Normal,38,30,41,30,41,60,240,0.4,17.5,56.0,"['pickup', 'gluttony', 'quick-feet']",quick-feet,generation-3,,,False,brown,quadruped,ground,grassland,medium,255,70,Tiny Raccoon Pokémon,134,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10174.png,0.1456692913385826,0.1351351351351351,0.1469387755102041,0.0970873786407767,0.0913043478260869,0.282051282051282
1199,10175,Linoone-Galar,Dark,Normal,78,70,61,50,61,100,420,0.5,32.5,147.0,"['pickup', 'gluttony', 'quick-feet']",quick-feet,generation-3,,,False,white,quadruped,ground,grassland,medium,90,70,Rushing Pokémon,134,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png,0.3031496062992126,0.3513513513513513,0.2285714285714285,0.1941747572815534,0.1782608695652174,0.4871794871794871
1200,10176,Darumaka-Galar,Ice,None,70,90,45,15,45,50,315,0.7,40.0,63.0,"['hustle', 'inner-focus']",inner-focus,generation-5,,,False,red,humanoid,ground,,medium-slow,120,70,Zen Charm Pokémon,282,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png,0.2716535433070866,0.4594594594594595,0.1632653061224489,0.0242718446601941,0.108695652173913,0.2307692307692307
1201,10177,Darmanitan-Galar-Standard,Ice,None,105,140,55,30,55,95,480,1.7,120.0,168.0,"['gorilla-tactics', 'zen-mode']",zen-mode,generation-5,,,False,red,quadruped,ground,,medium-slow,60,70,Blazing Pokémon,282,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10177.png,0.4094488188976378,0.7297297297297297,0.2040816326530612,0.0970873786407767,0.1521739130434782,0.4615384615384615
1202,10178,Darmanitan-Galar-Zen,Ice,Fire,105,160,55,30,55,135,540,1.7,120.0,189.0,"['gorilla-tactics', 'zen-mode']",zen-mode,generation-5,,,False,red,quadruped,ground,,medium-slow,60,70,Blazing Pokémon,282,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10178.png,0.4094488188976378,0.8378378378378378,0.2040816326530612,0.0970873786407767,0.1521739130434782,0.6666666666666666
1203,10179,Yamask-Galar,Ground,Ghost,38,55,85,30,65,30,303,0.5,1.5,61.0,['wandering-spirit'],,generation-5,,,False,black,arms,mineral|indeterminate,,medium,190,70,Spirit Pokémon,287,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10179.png,0.1456692913385826,0.2702702702702703,0.3265306122448979,0.0970873786407767,0.1956521739130435,0.1282051282051282
1204,10180,Stunfisk-Galar,Ground,Steel,109,81,99,66,84,32,471,0.7,20.5,165.0,['mimicry'],,generation-5,,,False,brown,fish,water1|indeterminate,,medium,75,70,Trap Pokémon,313,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10180.png,0.4251968503937008,0.4108108108108108,0.3836734693877551,0.2718446601941747,0.2782608695652174,0.1384615384615384
1205,10181,Zygarde-10,Dragon,Ground,54,100,71,61,85,115,486,1.2,33.5,243.0,['aura-break'],,generation-6,,,False,green,squiggle,no-eggs,,slow,3,0,Order Pokémon,370,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10181.png,0.2086614173228346,0.5135135135135135,0.2693877551020408,0.2475728155339805,0.2826086956521739,0.5641025641025641
1206,10182,Cramorant-Gulping,Flying,Water,70,85,55,85,95,85,475,0.8,18.0,166.0,['gulp-missile'],,generation-8,,,False,blue,wings,water1|flying,,medium,45,50,Gulp Pokémon,444,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10182.png,0.2716535433070866,0.4324324324324324,0.2040816326530612,0.3640776699029126,0.3260869565217391,0.4102564102564102
1207,10183,Cramorant-Gorging,Flying,Water,70,85,55,85,95,85,475,0.8,18.0,166.0,['gulp-missile'],,generation-8,,,False,blue,wings,water1|flying,,medium,45,50,Gulp Pokémon,444,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10183.png,0.2716535433070866,0.4324324324324324,0.2040816326530612,0.3640776699029126,0.3260869565217391,0.4102564102564102
1208,10184,Toxtricity-Low-Key,Electric,Poison,75,98,70,114,70,75,502,1.6,40.0,176.0,"['punk-rock', 'minus', 'technician']",technician,generation-8,,,False,purple,upright,humanshape,,medium-slow,45,50,Punk Pokémon,446,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10184.png,0.2913385826771653,0.5027027027027027,0.2653061224489796,0.5048543689320388,0.217391304347826,0.358974358974359
1209,10185,Eiscue-Noice,Ice,None,75,80,70,65,50,130,470,1.4,89.0,165.0,['ice-face'],,generation-8,,,False,blue,upright,water1|ground,,slow,60,50,Penguin Pokémon,457,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png,0.2913385826771653,0.4054054054054054,0.2653061224489796,0.2669902912621359,0.1304347826086956,0.6410256410256411
1210,10186,Indeedee-Female,Psychic,Normal,70,55,65,95,105,85,475,0.9,28.0,166.0,"['own-tempo', 'synchronize', 'psychic-surge']",psychic-surge,generation-8,,,False,purple,upright,fairy,,fast,30,140,Emotion Pokémon,458,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png,0.2716535433070866,0.2702702702702703,0.2448979591836734,0.4126213592233009,0.3695652173913043,0.4102564102564102
1211,10187,Morpeko-Hangry,Electric,Dark,58,95,58,70,58,97,436,0.3,3.0,153.0,['hunger-switch'],,generation-8,,,False,yellow,humanoid,ground|fairy,,medium,180,50,Two-Sided Pokémon,459,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10187.png,0.2244094488188976,0.4864864864864865,0.2163265306122449,0.2912621359223301,0.1652173913043478,0.4717948717948718
1212,10188,Zacian-Crowned,Fairy,Steel,92,150,115,80,115,148,700,2.8,355.0,360.0,['intrepid-sword'],,generation-8,,,False,blue,quadruped,no-eggs,,slow,10,0,Warrior Pokémon,467,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10188.png,0.358267716535433,0.7837837837837838,0.4489795918367347,0.3398058252427184,0.4130434782608695,0.7333333333333333
1213,10189,Zamazenta-Crowned,Fighting,Steel,92,120,140,80,140,128,700,2.9,785.0,360.0,['dauntless-shield'],,generation-8,,,False,red,quadruped,no-eggs,,slow,10,0,Warrior Pokémon,468,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10189.png,0.358267716535433,0.6216216216216216,0.5510204081632653,0.3398058252427184,0.5217391304347826,0.6307692307692307
1214,10190,Eternatus-Eternamax,Poison,Dragon,255,115,250,125,250,130,1125,100.0,0.0,563.0,['pressure'],,generation-8,,,False,purple,wings,no-eggs,,slow,255,0,Gigantic Pokémon,469,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10190.png,1.0,0.5945945945945946,1.0,0.558252427184466,1.0,0.6410256410256411
1215,10191,Urshifu-Rapid-Strike,Fighting,Water,100,130,100,63,60,97,550,1.9,105.0,275.0,['unseen-fist'],,generation-8,,,False,gray,humanoid,no-eggs,,slow,3,50,Wushu Pokémon,470,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10191.png,0.389763779527559,0.6756756756756757,0.3877551020408163,0.2572815533980582,0.1739130434782608,0.4717948717948718
1216,10192,Zarude-Dada,Dark,Grass,105,120,105,70,95,105,600,1.8,70.0,300.0,['leaf-guard'],,generation-8,,,False,green,upright,no-eggs,,slow,3,0,Rogue Monkey Pokémon,471,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10192.png,0.4094488188976378,0.6216216216216216,0.4081632653061224,0.2912621359223301,0.3260869565217391,0.5128205128205128
1217,10193,Calyrex-Ice,Psychic,Ice,100,165,150,85,130,50,680,2.4,809.1,340.0,['as-one-glastrier'],,generation-8,,,False,green,humanoid,no-eggs,,slow,3,100,King Pokémon,476,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10193.png,0.389763779527559,0.8648648648648649,0.5918367346938775,0.3640776699029126,0.4782608695652174,0.2307692307692307
1218,10194,Calyrex-Shadow,Psychic,Ghost,100,85,80,165,100,150,680,2.4,53.6,340.0,['as-one-spectrier'],,generation-8,,,False,green,humanoid,no-eggs,,slow,3,100,King Pokémon,476,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10194.png,0.389763779527559,0.4324324324324324,0.3061224489795918,0.7524271844660194,0.3478260869565217,0.7435897435897436
1219,10195,Venusaur-Gmax,Grass,Poison,80,82,83,100,100,80,525,24.0,1000.0,236.0,"['overgrow', 'chlorophyll']",chlorophyll,generation-1,,,False,green,quadruped,monster|plant,grassland,medium-slow,45,70,Seed Pokémon,1,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10195.png,0.3110236220472441,0.4162162162162162,0.3183673469387755,0.4368932038834951,0.3478260869565217,0.3846153846153846
1220,10196,Charizard-Gmax,Fire,Flying,78,84,78,109,85,100,534,28.0,1000.0,240.0,"['blaze', 'solar-power']",solar-power,generation-1,,,False,red,upright,monster|dragon,mountain,medium-slow,45,70,Flame Pokémon,2,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10196.png,0.3031496062992126,0.427027027027027,0.2979591836734694,0.4805825242718446,0.2826086956521739,0.4871794871794871
1221,10197,Blastoise-Gmax,Water,None,79,83,100,85,105,78,530,25.0,1000.0,239.0,"['torrent', 'rain-dish']",rain-dish,generation-1,,,False,blue,upright,monster|water1,waters-edge,medium-slow,45,70,Shellfish Pokémon,3,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10197.png,0.3070866141732283,0.4216216216216216,0.3877551020408163,0.3640776699029126,0.3695652173913043,0.3743589743589743
1222,10198,Butterfree-Gmax,Bug,Flying,60,45,50,90,80,70,395,17.0,1000.0,178.0,"['compound-eyes', 'tinted-lens']",tinted-lens,generation-1,,,False,white,bug-wings,bug,forest,medium,45,70,Butterfly Pokémon,4,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10198.png,0.2322834645669291,0.2162162162162162,0.1836734693877551,0.3883495145631068,0.2608695652173913,0.3333333333333333
1223,10199,Pikachu-Gmax,Electric,None,35,55,40,50,50,90,320,21.0,1000.0,112.0,"['static', 'lightning-rod']",lightning-rod,generation-1,,,False,yellow,quadruped,ground|fairy,forest,medium,190,70,Mouse Pokémon,10,"When several of these POKéMON gather, their electricity could build and cause lightning storms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10199.png,0.1338582677165354,0.2702702702702703,0.1428571428571428,0.1941747572815534,0.1304347826086956,0.4358974358974359
1224,10200,Meowth-Gmax,Normal,None,40,45,35,40,40,90,290,33.0,1000.0,58.0,"['pickup', 'technician', 'unnerve']",unnerve,generation-1,,,False,yellow,quadruped,ground,urban,medium,255,70,Scratch Cat Pokémon,22,It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10200.png,0.1535433070866141,0.2162162162162162,0.1224489795918367,0.145631067961165,0.0869565217391304,0.4358974358974359
1225,10201,Machamp-Gmax,Fighting,None,90,130,80,65,85,55,505,25.0,1000.0,227.0,"['guts', 'no-guard', 'steadfast']",steadfast,generation-1,,,False,gray,humanoid,humanshape,mountain,medium-slow,45,70,Superpower Pokémon,28,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10201.png,0.3503937007874015,0.6756756756756757,0.3061224489795918,0.2669902912621359,0.2826086956521739,0.2564102564102564
1226,10202,Gengar-Gmax,Ghost,Poison,60,65,60,130,75,110,500,20.0,1000.0,225.0,['cursed-body'],,generation-1,,,False,purple,upright,indeterminate,cave,medium-slow,45,70,Shadow Pokémon,40,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10202.png,0.2322834645669291,0.3243243243243243,0.2244897959183673,0.5825242718446602,0.2391304347826087,0.5384615384615384
1227,10203,Kingler-Gmax,Water,None,55,130,115,50,50,75,475,19.0,1000.0,166.0,"['hyper-cutter', 'shell-armor', 'sheer-force']",sheer-force,generation-1,,,False,red,armor,water3,waters-edge,medium,60,70,Pincer Pokémon,43,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10203.png,0.2125984251968504,0.6756756756756757,0.4489795918367347,0.1941747572815534,0.1304347826086956,0.358974358974359
1228,10204,Lapras-Gmax,Water,Ice,130,85,80,85,95,60,535,24.0,1000.0,187.0,"['water-absorb', 'shell-armor', 'hydration']",hydration,generation-1,,,False,blue,fish,monster|water1,sea,slow,45,70,Transport Pokémon,65,A POKéMON that has been over­ hunted almost to extinction. It can ferry people across the water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10204.png,0.5078740157480315,0.4324324324324324,0.3061224489795918,0.3640776699029126,0.3260869565217391,0.282051282051282
1229,10205,Eevee-Gmax,Normal,None,55,55,50,45,65,55,325,18.0,1000.0,65.0,"['run-away', 'adaptability', 'anticipation']",anticipation,generation-1,,,False,brown,quadruped,ground,urban,medium,45,70,Evolution Pokémon,67,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10205.png,0.2125984251968504,0.2702702702702703,0.1836734693877551,0.1699029126213592,0.1956521739130435,0.2564102564102564
1230,10206,Snorlax-Gmax,Normal,None,160,110,65,65,110,30,540,35.0,1000.0,189.0,"['immunity', 'thick-fat', 'gluttony']",gluttony,generation-1,,,False,black,humanoid,monster,mountain,slow,25,70,Sleeping Pokémon,72,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10206.png,0.6259842519685039,0.5675675675675675,0.2448979591836734,0.2669902912621359,0.391304347826087,0.1282051282051282
1231,10207,Garbodor-Gmax,Poison,None,80,95,82,60,82,75,474,21.0,1000.0,166.0,"['stench', 'weak-armor', 'aftermath']",aftermath,generation-5,,,False,green,humanoid,mineral,,medium,60,70,Trash Heap Pokémon,290,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10207.png,0.3110236220472441,0.4864864864864865,0.3142857142857143,0.2427184466019417,0.2695652173913043,0.358974358974359
1232,10208,Melmetal-Gmax,Steel,None,135,143,143,80,65,34,600,25.0,1000.0,270.0,['iron-fist'],,generation-7,,,False,gray,humanoid,no-eggs,,slow,3,0,Hex Nut Pokémon,429,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10208.png,0.5275590551181102,0.745945945945946,0.563265306122449,0.3398058252427184,0.1956521739130435,0.1487179487179487
1233,10209,Rillaboom-Gmax,Grass,None,100,125,90,60,70,85,530,28.0,1000.0,265.0,"['overgrow', 'grassy-surge']",grassy-surge,generation-8,,,False,green,humanoid,ground|plant,,medium-slow,45,50,Drummer Pokémon,430,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10209.png,0.389763779527559,0.6486486486486487,0.3469387755102041,0.2427184466019417,0.217391304347826,0.4102564102564102
1234,10210,Cinderace-Gmax,Fire,None,80,116,75,65,75,119,530,27.0,1000.0,265.0,"['blaze', 'libero']",libero,generation-8,,,False,white,upright,ground|humanshape,,medium-slow,45,50,Striker Pokémon,431,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10210.png,0.3110236220472441,0.6,0.2857142857142857,0.2669902912621359,0.2391304347826087,0.5846153846153846
1235,10211,Inteleon-Gmax,Water,None,70,85,65,125,65,120,530,40.0,1000.0,265.0,"['torrent', 'sniper']",sniper,generation-8,,,False,blue,upright,water1|ground,,medium-slow,45,50,Secret Agent Pokémon,432,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10211.png,0.2716535433070866,0.4324324324324324,0.2448979591836734,0.558252427184466,0.1956521739130435,0.5897435897435898
